,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_beta_1,param_beta_2,param_lr,param_opt,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,58.64304528236389,2.612400247805713,5.784762048721314,2.042820415099964,8,0.3,0.333,1e-05,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 1e-05, 'opt': 'SGD'}",0.10599999874830246,0.08900000154972076,0.08399999886751175,0.10000000149011612,0.1111111119389534,0.0980222225189209,0.010167583555811469,259,0.09352338314056396,0.09252312779426575,0.09827456623315811,0.1105276346206665,0.09350000321865082,0.09766974300146103,0.006734357669090306
1,63.14141902923584,1.1170485071509157,2.662783145904541,0.6712146002435275,8,0.3,0.333,1e-05,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 1e-05, 'opt': 'adam'}",0.20600000023841858,0.1420000046491623,0.20000000298023224,0.10999999940395355,0.23423422873020172,0.17844684720039367,0.04549569212482093,112,0.19529882073402405,0.15178795158863068,0.22630657255649567,0.1310327649116516,0.24574999511241913,0.19003522098064424,0.043339579883003375
2,59.374041652679445,2.6144060719446296,5.1785680770874025,2.1012889885413504,8,0.3,0.333,0.0001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.0001, 'opt': 'SGD'}",0.0949999988079071,0.0989999994635582,0.1120000034570694,0.10499999672174454,0.17417417466640472,0.11703483462333679,0.02914062558491528,172,0.09477369487285614,0.09427356719970703,0.10677669197320938,0.11377844214439392,0.1459999978542328,0.11112047880887985,0.01893964032298472
3,64.5618085861206,1.0786933255468019,2.39778413772583,0.25250832591117006,8,0.3,0.333,0.0001,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.0001, 'opt': 'adam'}",0.3199999928474426,0.30799999833106995,0.3440000116825104,0.32100000977516174,0.31631630659103394,0.3218632638454437,0.011976739595632863,69,0.316579133272171,0.3283320963382721,0.34258565306663513,0.34308576583862305,0.33799999952316284,0.3337165296077728,0.010074468003733735
4,52.795842504501344,1.1213681957882848,8.233751344680787,0.8952845435150354,8,0.3,0.333,0.001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.001, 'opt': 'SGD'}",0.21699999272823334,0.23000000417232513,0.15700000524520874,0.2460000067949295,0.16716717183589935,0.20343343615531922,0.035137024242912894,103,0.20455113053321838,0.22855713963508606,0.1682920753955841,0.22855713963508606,0.1940000057220459,0.2047914981842041,0.022708295300240607
5,58.83200225830078,1.9792954242752083,4.9069695472717285,0.42969545705186774,8,0.3,0.333,0.001,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.001, 'opt': 'adam'}",0.4230000078678131,0.4180000126361847,0.4390000104904175,0.3790000081062317,0.44844844937324524,0.42148969769477845,0.02388814771479932,19,0.4723680913448334,0.4543635845184326,0.46811702847480774,0.3888472020626068,0.4867500066757202,0.45408918261528014,0.03421759697859826
6,58.616003561019895,1.86812185275218,4.851567554473877,0.701512482013884,8,0.3,0.333,0.01,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.01, 'opt': 'SGD'}",0.35899999737739563,0.36899998784065247,0.37299999594688416,0.3409999907016754,0.34634634852409363,0.35766926407814026,0.012419827561369895,50,0.3665916621685028,0.3920980393886566,0.39459866285324097,0.37084272503852844,0.37700000405311584,0.38022621870040896,0.011241590843425011
7,68.44493713378907,2.120556678074138,2.7249829292297365,1.132478031025525,8,0.3,0.333,0.01,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.01, 'opt': 'adam'}",0.08500000089406967,0.10400000214576721,0.1899999976158142,0.11100000143051147,0.09709709882736206,0.11741942018270493,0.03729140767086122,170,0.10077519714832306,0.10377594083547592,0.21680420637130737,0.10202550888061523,0.1054999977350235,0.12577617019414902,0.04554202278723416
8,50.32746953964234,1.7809051004811909,9.578938627243042,0.8298935460887448,8,0.3,0.666,1e-05,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 1e-05, 'opt': 'SGD'}",0.09600000083446503,0.10400000214576721,0.0949999988079071,0.09700000286102295,0.11511511355638504,0.10142302364110947,0.0075411097545633994,234,0.09802450984716415,0.10402600467205048,0.0850212574005127,0.09927482157945633,0.1042499989271164,0.09811931848526001,0.007005391704219094
9,58.44921689033508,1.4500498858428832,5.158767175674439,0.990533389755684,8,0.3,0.666,1e-05,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 1e-05, 'opt': 'adam'}",0.12600000202655792,0.164000004529953,0.10499999672174454,0.12800000607967377,0.1721721738576889,0.13903443664312362,0.025184866297078314,134,0.12478119879961014,0.15453863143920898,0.11327832192182541,0.12803201377391815,0.16625000536441803,0.13737603425979614,0.01977322072059371
