,mean_accuracy,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,0.3811999857425689,False,,,1,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-10-52,1682712652,6.853009462356567,6.853009462356567,32408,Dalton,127.0.0.1,6.853009462356567,0,1,1.3013148307800293
1,0.4093999862670898,False,,,2,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-10-57,1682712657,5.213470697402954,12.06648015975952,32408,Dalton,127.0.0.1,12.06648015975952,0,2,1.3013148307800293
2,0.4196000099182129,False,,,3,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-11-03,1682712663,5.372309923171997,17.43879008293152,32408,Dalton,127.0.0.1,17.43879008293152,0,3,1.3013148307800293
3,0.4519999921321869,False,,,4,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-11-09,1682712669,6.142276763916016,23.58106684684753,32408,Dalton,127.0.0.1,23.58106684684753,0,4,1.3013148307800293
4,0.4623999893665313,False,,,5,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-17-45,1682713065,8.119141340255737,31.70020818710327,30692,Dalton,127.0.0.1,8.119141340255737,0,1,2.3321008682250977
5,0.4762000143527984,False,,,6,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-17-52,1682713072,7.032985210418701,38.73319339752197,30692,Dalton,127.0.0.1,15.152126550674438,0,2,2.3321008682250977
6,0.4839999973773956,False,,,7,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-17-59,1682713079,7.122240304946899,45.85543370246887,30692,Dalton,127.0.0.1,22.274366855621334,0,3,2.3321008682250977
7,0.4963999986648559,False,,,8,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-18-06,1682713086,6.554120063781738,52.40955376625061,30692,Dalton,127.0.0.1,28.82848691940308,0,4,2.3321008682250977
8,0.4918000102043152,False,,,9,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-25-34,1682713534,6.598698377609253,59.00825214385986,29060,Dalton,127.0.0.1,6.598698377609253,0,1,1.8617069721221924
9,0.5095999836921692,False,,,10,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-25-40,1682713540,5.321046352386475,64.32929849624634,29060,Dalton,127.0.0.1,11.919744729995728,0,2,1.8617069721221924
10,0.5157999992370605,False,,,11,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-25-45,1682713545,5.5918052196502686,69.9211037158966,29060,Dalton,127.0.0.1,17.511549949645996,0,3,1.8617069721221924
11,0.5139999985694885,False,,,12,1e9a8_00008,014661871d86466eaf293c24351c1a1d,2023-04-28_21-25-51,1682713551,5.786964654922485,75.70806837081909,29060,Dalton,127.0.0.1,23.29851460456848,0,4,1.8617069721221924
12,0.5479999780654907,False,,,13,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-33-13,1682713993,7.9334962368011475,106.394357919693,8404,Dalton,127.0.0.1,7.9334962368011475,0,1,2.323359489440918
13,0.5562000274658203,False,,,14,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-33-19,1682713999,6.23874831199646,112.63310623168944,8404,Dalton,127.0.0.1,14.172244548797607,0,2,2.323359489440918
14,0.5576000213623047,False,,,15,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-33-25,1682714005,5.837249279022217,118.47035551071168,8404,Dalton,127.0.0.1,20.009493827819824,0,3,2.323359489440918
15,0.5690000057220459,False,,,16,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-33-31,1682714011,6.4909656047821045,124.96132111549376,8404,Dalton,127.0.0.1,26.50045943260193,0,4,2.323359489440918
16,0.5676000118255615,False,,,17,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-40-45,1682714445,8.08218240737915,133.04350352287292,32432,Dalton,127.0.0.1,8.08218240737915,0,1,2.2117605209350586
17,0.551800012588501,False,,,18,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-40-51,1682714451,6.430478572845459,139.47398209571838,32432,Dalton,127.0.0.1,14.51266098022461,0,2,2.2117605209350586
18,0.5598000288009644,False,,,19,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-40-57,1682714457,6.2304792404174805,145.70446133613586,32432,Dalton,127.0.0.1,20.74314022064209,0,3,2.2117605209350586
19,0.5730000138282776,True,,,20,1e9a8_00008,56cb142a8cfd44b38543e87d058f8cad,2023-04-28_21-41-04,1682714464,6.640872240066528,152.3453335762024,32432,Dalton,127.0.0.1,27.384012460708615,0,4,2.2117605209350586
