,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_beta_1,param_beta_2,param_lr,param_opt,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,124.32426404953003,1.8617260635351243,6.539638805389404,1.1757533267813698,8,0.3,0.333,1e-05,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 1e-05, 'opt': 'SGD'}",0.0989999994635582,0.10000000149011612,0.10899999737739563,0.10700000077486038,0.11911912262439728,0.10682382434606552,0.007262477829377759,210,0.09227307140827179,0.09077269583940506,0.11027757078409195,0.10102525353431702,0.1172500029206276,0.10231971889734268,0.0102194451465201
1,132.35844831466676,6.808538841309021,5.758735322952271,3.1616606852097013,8,0.3,0.333,1e-05,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 1e-05, 'opt': 'adam'}",0.10100000351667404,0.12300000339746475,0.10199999809265137,0.1420000046491623,0.14014014601707458,0.12162803113460541,0.01772215119386909,161,0.10852713137865067,0.12928232550621033,0.10577644407749176,0.15028756856918335,0.14550000429153442,0.1278746947646141,0.01831737298200131
2,116.19569816589356,9.282141280228464,9.66835331916809,4.260501765537373,8,0.3,0.333,0.0001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.0001, 'opt': 'SGD'}",0.11900000274181366,0.10300000011920929,0.08399999886751175,0.11699999868869781,0.07907907664775848,0.1004158154129982,0.016442752921463397,246,0.12578144669532776,0.10327582061290741,0.10652662813663483,0.11877969652414322,0.09600000083446503,0.11007271856069564,0.010764660404064529
3,124.83702206611633,11.464325073699445,6.7292320728302,1.8483043521395794,8,0.3,0.333,0.0001,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.0001, 'opt': 'adam'}",0.3140000104904175,0.33799999952316284,0.3009999990463257,0.24400000274181366,0.37037035822868347,0.3134740740060806,0.04200293778803634,75,0.3155789077281952,0.34083521366119385,0.3195798993110657,0.282070517539978,0.3824999928474426,0.32811290621757505,0.03307454362167952
4,118.29001135826111,19.861762598708765,8.941902160644531,3.353775877625405,8,0.3,0.333,0.001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.001, 'opt': 'SGD'}",0.24799999594688416,0.13099999725818634,0.12800000607967377,0.1420000046491623,0.23723722994327545,0.1772474467754364,0.053686528062747305,114,0.24856214225292206,0.1372843235731125,0.1327831894159317,0.16354088485240936,0.2227499932050705,0.18098410665988923,0.046579921909623866
5,109.78558187484741,2.8400542375071383,9.882195949554443,1.202427708624436,8,0.3,0.333,0.001,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.001, 'opt': 'adam'}",0.41600000858306885,0.45899999141693115,0.4390000104904175,0.37599998712539673,0.44944944977760315,0.42788988947868345,0.029631129258709747,16,0.4728682041168213,0.4733683466911316,0.4748687148094177,0.4071017801761627,0.4794999957084656,0.4615414083003998,0.027320226375155618
6,111.19460697174073,7.1594474828082175,8.748837423324584,0.9344473581859063,8,0.3,0.333,0.01,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.01, 'opt': 'SGD'}",0.3790000081062317,0.3370000123977661,0.35199999809265137,0.3149999976158142,0.37937939167022705,0.3524758815765381,0.024785072176980893,53,0.3915978968143463,0.37084272503852844,0.3893473446369171,0.36259064078330994,0.3930000066757202,0.3814757227897644,0.012384966048729344
7,132.69350986480714,24.7863612568964,9.717309761047364,2.802917820872715,8,0.3,0.333,0.01,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.333, 'lr': 0.01, 'opt': 'adam'}",0.30000001192092896,0.10000000149011612,0.09700000286102295,0.11100000143051147,0.09909909963607788,0.14141982346773146,0.07943904269772184,133,0.30582645535469055,0.10127531737089157,0.1055263802409172,0.10202550888061523,0.10499999672174454,0.14393073171377183,0.08096450301921954
8,112.69008040428162,2.204258916286879,9.051482391357421,1.3896156762002427,8,0.3,0.666,1e-05,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 1e-05, 'opt': 'SGD'}",0.10300000011920929,0.10999999940395355,0.0989999994635582,0.1080000028014183,0.09709709882736206,0.10341942012310028,0.0049792509480181615,229,0.10577644407749176,0.09802450984716415,0.09927482157945633,0.11452863365411758,0.10300000011920929,0.10412088185548782,0.005881642823265167
9,107.79324316978455,6.582777611634824,10.520262718200684,1.2215321668016252,8,0.3,0.666,1e-05,adam,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 1e-05, 'opt': 'adam'}",0.1120000034570694,0.15000000596046448,0.17900000512599945,0.1420000046491623,0.14314314723014832,0.14522863328456878,0.021364394156755256,129,0.11927981674671173,0.1532883197069168,0.17129282653331757,0.147786945104599,0.13824999332427979,0.145979580283165,0.01714682806084211
10,112.22210130691528,21.639474595875683,8.676468992233277,0.9621855386263927,8,0.3,0.666,0.0001,SGD,"{'batch_size': 8, 'beta_1': 0.3, 'beta_2': 0.666, 'lr': 0.0001, 'opt': 'SGD'}",0.12399999797344208,0.10199999809265137,0.11800000071525574,0.09799999743700027,0.09409409761428833,0.10721881836652755,0.011681805691262138,209,0.1200300082564354,0.10652662813663483,0.10677669197320938,0.11077769100666046,0.11474999785423279,0.11177220344543456,0.005109184866844372
